,Tipo,Distrito,Cuartos,Vacantes,Suites,Area,Valor,Mantenimiento,Impuesto
1588,Local comercial,Pueblo Libre,0,1,0,27,3600.0,1470.0,270.0
1589,Local comercial,Ate,0,4,0,350,19000.0,6030.0,3980.0
1590,Almacén,San Juan de Miraflores,0,4,0,250,4000.0,,
1591,Local comercial,Pachacámac,0,0,0,6,2568.0,,
1592,Tienda/Salón,Comas,0,0,0,250,5000.0,,1046.0
1593,Almacén,Barranco,0,5,0,2546,12000.0,,3000.0
1594,Local comercial,San Martín de Porres,0,1,0,29,1200.0,800.0,85.0
1595,Tienda/Salón,Bellavista,0,1,0,170,3500.0,,102.0
1596,Almacén,Punta Negra,0,6,0,1700,15000.0,,25000.0
1597,Local comercial,Pachacámac,0,0,0,596,38000.0,15000.0,
1598,Tienda/Salón,San Miguel,0,0,0,20,1200.0,170.0,80.0
1599,Local comercial,San Borja,0,0,0,109,2950.0,850.0,650.0
1600,Tienda/Salón,Ate,0,0,0,120,9900.0,1645.0,1345.0
1601,Local comercial,Ate,0,1,0,67,3500.0,1600.0,4000.0
1602,Local comercial,Pachacámac,0,0,0,281,8500.0,4813.0,1162.0
1603,Local comercial,Pachacámac,0,39,0,3422,188210.0,66318.0,9513.0
1604,Local comercial,Jesús María,0,1,0,28,900.0,460.0,1.0
1605,Almacén,Jesús María,0,0,0,220,3000.0,,
1606,Tienda/Salón,Lince,0,1,0,33,4000.0,1271.0,589.0
1607,Local comercial,Pachacámac,0,1,0,391,25415.0,12121.0,1321.0
1608,Local comercial,Ate,0,2,0,48,2200.0,1100.0,224.0
1609,Local comercial,Ate,0,99,0,4141,414100.0,,
1610,Local comercial,Ate,0,8,0,256,14750.0,10100.0,
1611,Local comercial,Pachacámac,0,0,0,195,7000.0,2700.0,1002.0
1612,Tienda en Centro Comercial,Ate,0,1,0,32,3000.0,1400.0,695.0
1613,Local comercial,Comas,0,4,0,323,29000.0,8090.0,44486.0
1614,Local comercial,San Miguel,0,1,0,28,950.0,500.0,
1615,Casa comercial,Pueblo Libre,0,1,0,500,26000.0,,2550.0
1616,Local comercial,Pachacámac,0,0,0,16,8914.0,,
1617,Local comercial,Pachacámac,0,0,0,50,950.0,400.0,200.0
1618,Local comercial,La Punta,0,2,0,44,1800.0,800.0,
1619,Almacén,Punta Negra,0,0,0,2600,25000.0,,2400.0
1620,Local comercial,Jesús María,0,2,0,50,1500.0,450.0,
1621,Almacén,Lima,0,0,0,5400,35000.0,,1600.0
1622,Local comercial,Pachacámac,0,0,0,95,4000.0,2080.0,626.0
1623,Local comercial,Ate,0,2,0,70,3000.0,1135.0,269.0
1624,Tienda/Salón,Ate,0,1,0,46,2000.0,,223.0
1625,Local comercial,Pachacámac,0,0,0,254,9900.0,8300.0,1421.0
1626,Local comercial,Ate,0,1,0,40,850.0,900.0,130.0
1627,Local comercial,Pachacámac,0,0,0,10,7148.0,,
1628,Local comercial,Jesús María,0,1,0,35,1400.0,480.0,236.0
1629,Tienda/Salón,Jesús María,0,0,0,53,6500.0,728.0,349.0
1630,Almacén,Chaclacayo,0,0,0,1100,10000.0,,618.0
1631,Tienda/Salón,Comas,0,1,0,28,2500.0,1595.0,
1632,Local comercial,Callao,0,2,0,55,1500.0,850.0,112.0
1633,Local comercial,Pachacámac,0,0,0,63,2300.0,1680.0,240.0
1634,Tienda/Salón,El Agustino,0,0,0,20,600.0,,
1635,Local comercial,Jesús María,0,1,0,24,1300.0,347.0,110.0
1636,Local comercial,Pachacámac,0,0,0,85,2000.0,1268.0,321.0
1637,Local comercial,Ate,0,1,0,27,1000.0,645.0,
1638,Local comercial,Chorrillos,0,0,0,160,6000.0,2825.0,845.0
1639,Tienda/Salón,Pachacámac,0,0,0,165,5000.0,,185.0
1640,Local comercial,Rímac,0,5,0,300,60000.0,2400.0,6943.0
1641,Local comercial,San Bartolo,0,1,0,80,800.0,1500.0,101.0
1642,Local comercial,San Luis,0,1,0,29,870.0,650.0,560.0
1643,Tienda/Salón,Jesús María,0,1,0,225,30000.0,,
1644,Tienda/Salón,La Punta,0,1,0,56,750.0,460.0,56.0
1645,Local comercial,Ate,0,1,0,30,1300.0,345.0,
1646,Tienda/Salón,San Borja,0,0,0,100,12000.0,60.0,757.0
1647,Tienda/Salón,Pachacámac,0,0,0,200,18000.0,,
1648,Local comercial,Pachacámac,0,0,0,35,450.0,394.0,133.0
1649,Local comercial,Ate,0,1,0,42,2000.0,900.0,
1650,Local comercial,Ate,0,0,0,232,8000.0,6800.0,
1651,Local comercial,San Miguel,0,0,0,26,1200.0,550.0,72.0
1652,Local comercial,Pachacámac,0,0,0,54,1000.0,1274.0,137.0
1653,Local comercial,Lurigancho,0,1,0,30,2500.0,750.0,110.0
1654,Local comercial,Pachacámac,0,30,0,4940,612550.0,128440.0,
1655,Local comercial,San Borja,0,0,0,28,800.0,700.0,
1656,Local comercial,Pachacámac,0,0,0,201,6300.0,4864.0,1141.0
1657,Local comercial,Pachacámac,0,0,0,380,10000.0,4000.0,1680.0
1658,Local comercial,San Borja,0,0,0,70,1600.0,1067.0,253.0
1659,Local comercial,Pachacámac,0,0,0,1094,70000.0,26579.0,
1660,Local comercial,Villa El Salvador,0,0,0,200,4500.0,2000.0,550.0
1661,Local comercial,Ate,0,2,0,70,2500.0,2100.0,580.0
1662,Local comercial,Puente Piedra,0,3,0,150,9000.0,2850.0,375.0
1663,Tienda/Salón,Rímac,0,0,0,40,6500.0,805.0,684.0
1664,Local comercial,Ate,0,2,0,42,1200.0,1339.0,160.0
1665,Local comercial,Callao,0,1,0,22,700.0,,56.0
1666,Local comercial,Pachacámac,0,0,0,216,13000.0,4200.0,993.0
1667,Tienda/Salón,Chorrillos,0,0,0,135,8000.0,,
1668,Local comercial,Pachacámac,0,0,0,256,3500.0,4137.0,1010.0
1669,Local comercial,Pachacámac,0,0,0,581,29050.0,15687.0,
1670,Local comercial,Ate,0,2,0,43,1500.0,1200.0,
1671,Local comercial,San Miguel,0,1,0,50,2700.0,795.0,137.0
1672,Local comercial,Villa El Salvador,0,0,0,47,1100.0,600.0,185.0
1673,Local comercial,San Luis,0,1,0,26,500.0,380.0,78.0
1674,Local comercial,San Borja,0,0,0,41,1500.0,500.0,102.0
1675,Local comercial,Ate,0,1,0,30,1600.0,960.0,200.0
1676,Local comercial,Jesús María,0,1,0,21,550.0,530.0,170.0
1677,Tienda/Salón,Ate,0,10,0,600,33500.0,,4900.0
1678,Local comercial,San Borja,0,1,0,26,1100.0,625.0,
1679,Local comercial,La Punta,0,0,0,330,14000.0,5828.0,1156.0
1680,Local comercial,Pachacámac,0,0,0,230,7000.0,3208.0,1150.0
1681,Tienda/Salón,Ate,0,2,0,60,1500.0,855.0,760.0
1682,Local comercial,La Punta,0,1,0,20,500.0,300.0,150.0
1683,Local comercial,Pachacámac,0,2,0,786,47160.0,24366.0,2656.0
1684,Local comercial,Pachacámac,0,0,0,260,11500.0,7950.0,1400.0
1685,Local comercial,Ate,0,0,0,108,5100.0,2424.0,213.0
1686,Local comercial,Pachacámac,0,0,0,300,9000.0,4002.0,1350.0
1687,Local comercial,Pachacámac,0,0,0,40,900.0,840.0,186.0
1688,Local comercial,Ate,0,1,0,52,1500.0,1190.0,415.0
1689,Local comercial,Pachacámac,0,0,0,254,10000.0,,
1690,Local comercial,Rímac,0,1,0,26,3500.0,1043.0,1043.0
1691,Tienda en Centro Comercial,San Borja,0,0,0,20,1600.0,307.0,223.0
1692,Local comercial,Pachacámac,0,6,0,659,59382.0,15732.0,2530.0
1693,Tienda en Centro Comercial,Ate,0,1,0,45,1400.0,1285.0,250.0
1694,Local comercial,Callao,0,1,0,23,500.0,381.0,78.0
1695,Local comercial,Ate,0,2,0,140,5000.0,3272.0,892.0
1696,Local comercial,Pachacámac,0,0,0,369,11100.0,9033.0,2130.0
1697,Local comercial,Ate,0,19,0,793,71442.0,13232.0,2905.0
1698,Local comercial,Ate,0,1,0,54,2500.0,1117.0,215.0
1699,Local comercial,Pachacámac,0,0,0,80,3500.0,500.0,
1700,Local comercial,Pachacámac,0,0,0,42,700.0,1020.0,
1701,Local comercial,Comas,0,0,0,46,3500.0,1720.0,526.0
1702,Local comercial,Lince,0,0,0,28,900.0,653.0,
1703,Local comercial,Pachacámac,0,0,0,1000,50000.0,23542.0,5693.0
1704,Local comercial,Rímac,0,5,0,167,45000.0,3500.0,8177.0
1705,Local comercial,Ate,0,7,0,250,12000.0,6944.0,2701.0
1706,Tienda/Salón,Ate,0,1,0,100,4000.0,1341.0,1475.0
1707,Local comercial,Ate,0,1,0,36,1250.0,790.0,
1708,Local comercial,Chorrillos,0,3,0,242,18000.0,9347.0,2081.0
1709,Local comercial,Pachacámac,0,0,0,250,10000.0,4206.0,1109.0
1710,Local comercial,San Luis,0,1,0,39,950.0,,
1711,Tienda/Salón,Pachacámac,0,0,0,65,20000.0,3000.0,
1712,Local comercial,Pachacámac,0,1,0,20,800.0,400.0,
1713,Local comercial,Ate,0,1,0,50,2500.0,1000.0,500.0
1714,Local comercial,Pachacámac,0,0,0,60,1000.0,630.0,199.0
1715,Local comercial,Pachacámac,0,0,0,110,1800.0,1202.0,
1716,Local comercial,Pachacámac,0,0,0,42,700.0,1020.0,
1717,Almacén,Breña,0,20,0,4900,74000.0,,3200.0
1718,Local comercial,Lince,0,0,0,28,500.0,350.0,
1719,Local comercial,Ate,0,1,0,30,1200.0,975.0,210.0
1720,Local comercial,Pachacámac,0,0,0,450,45000.0,17000.0,2122.0
1721,Local comercial,Pachacámac,0,0,0,484,13000.0,7180.0,1733.0
1722,Local comercial,Pachacámac,0,3,0,482,38560.0,8194.0,
1723,Tienda/Salón,Ate,0,22,0,800,45000.0,29000.0,
1724,Local comercial,Pachacámac,0,1,0,705,66975.0,17625.0,
1725,Local comercial,Pachacámac,0,0,0,36,1100.0,1144.0,141.0
1726,Tienda/Salón,Ate,0,1,0,100,3800.0,2012.0,550.0
1727,Local comercial,Jesús María,0,1,0,22,900.0,467.0,
1728,Local comercial,Pachacámac,0,0,0,260,6000.0,7736.0,1139.0
1729,Local comercial,Pachacámac,0,0,0,45,2000.0,1250.0,
1730,Tienda/Salón,Santa Anita,0,0,0,67,1900.0,,150.0
1731,Almacén,La Molina,0,0,0,250,1500.0,,206.0
1732,Local comercial,Ate,0,6,0,202,14000.0,54232.0,10649.0
1733,Local comercial,Pachacámac,0,0,0,200,9950.0,4491.0,833.0
1734,Local comercial,Chorrillos,0,1,0,110,11000.0,2900.0,700.0
1735,Local comercial,Pachacámac,0,0,0,31,450.0,413.0,84.0
1736,Local comercial,Comas,0,10,0,415,54000.0,9000.0,
1737,Local comercial,Ate,0,1,0,36,1100.0,1200.0,
1738,Tienda en Centro Comercial,Jesús María,0,0,0,88,1500.0,780.0,
1739,Local comercial,Santa Anita,0,0,0,25,800.0,613.0,44.0
1740,Local comercial,Jesús María,0,1,0,27,900.0,430.0,
1741,Casa comercial,Ate,0,5,0,360,20000.0,,1000.0
1742,Local comercial,Punta Negra,0,0,0,32,1200.0,810.0,
1743,Local comercial,Chorrillos,0,2,0,80,5500.0,1589.0,1299.0
1744,Local comercial,Ate,0,1,0,147,6000.0,1832.0,1497.0
1745,Tienda/Salón,Ate,0,1,0,30,2000.0,1214.0,691.0
1746,Tienda/Salón,Independencia,0,0,0,210,4900.0,,300.0
1747,Tienda en Centro Comercial,La Perla,0,1,0,80,10000.0,2500.0,2500.0
1748,Local comercial,San Miguel,0,1,0,37,1200.0,740.0,118.0
1749,Local comercial,Jesús María,0,1,0,180,1250.0,,
1750,Local comercial,Villa El Salvador,0,0,0,30,2500.0,959.0,103.0
1751,Local comercial,Ate,0,1,0,35,800.0,947.0,154.0
1752,Local comercial,Pachacámac,0,0,0,70,1500.0,1150.0,105.0
1753,Local comercial,Pachacámac,0,4,0,724,83260.0,17376.0,
1754,Local comercial,Pachacámac,0,0,0,105,4900.0,950.0,420.0
1755,Local comercial,Ate,0,1,0,22,600.0,600.0,
1756,Local comercial,Pachacámac,0,0,0,314,28260.0,4710.0,
1757,Local comercial,Ate,0,1,0,34,2500.0,612.0,944.0
1758,Local comercial,Ate,0,1,0,21,1250.0,700.0,105.0
1759,Local comercial,Jesús María,0,1,0,24,900.0,485.0,140.0
1760,Almacén,Ventanilla,0,1,0,560,5000.0,,480.0
1761,Local comercial,La Punta,0,1,0,26,900.0,285.0,
1762,Local comercial,Pachacámac,0,0,0,30,400.0,291.0,95.0
1763,Tienda/Salón,San Luis,0,1,0,95,1500.0,600.0,36.0
1764,Local comercial,Lince,0,1,0,26,1430.0,825.0,441.0
1765,Local comercial,San Borja,0,0,0,32,1000.0,422.0,128.0
1766,Local comercial,La Punta,0,1,0,21,600.0,398.0,56.0
1767,Casa comercial,Chorrillos,5,0,0,400,10990.0,,2000.0
1768,Local comercial,San Martín de Porres,0,2,0,58,2000.0,1470.0,
1769,Local comercial,San Martín de Porres,0,2,0,30,1400.0,520.0,60.0
1770,Local comercial,Pachacámac,0,1,0,50,1400.0,387.0,83.0
1771,Local comercial,Pachacámac,0,0,0,394,13000.0,4450.0,2200.0
1772,Almacén,El Agustino,0,0,0,550,13000.0,,
1773,Tienda/Salón,Callao,0,0,0,24,550.0,,
1774,Local comercial,Jesús María,0,1,0,22,900.0,400.0,
1775,Local comercial,Ate,0,1,0,27,1100.0,551.0,220.0
1776,Local comercial,Jesús María,0,2,0,120,3000.0,1276.0,224.0
1777,Local comercial,San Isidro,0,0,0,21,450.0,480.0,60.0
1778,Local comercial,Pachacámac,0,0,0,35,450.0,735.0,108.0
1779,Tienda en Centro Comercial,Ate,0,0,0,32,2500.0,2500.0,629.0
1780,Tienda/Salón,Ancón,0,0,0,100,3200.0,,
1781,Local comercial,Pachacámac,0,10,0,800,48000.0,11000.0,29590.0
1782,Tienda/Salón,Breña,0,0,0,56,2000.0,760.0,
1783,Local comercial,Pachacámac,0,0,0,340,16000.0,12051.0,2124.0
1784,Tienda/Salón,Ate,0,0,0,61,1500.0,,62.0
1785,Local comercial,Pachacámac,0,0,0,23,750.0,280.0,111.0
1786,Local comercial,Ate,0,1,0,28,1200.0,550.0,
1787,Local comercial,Comas,0,0,0,173,25000.0,,2268.0
1788,Tienda/Salón,Comas,0,1,0,50,9000.0,1500.0,
1789,Local comercial,Ate,0,10,0,400,17000.0,9000.0,
1790,Local comercial,Ate,0,36,0,1200,84500.0,43000.0,
1791,Local comercial,Pachacámac,0,3,0,147,12800.0,2900.0,
1792,Local comercial,San Isidro,0,0,0,35,800.0,847.0,44.0
1793,Tienda/Salón,Comas,0,0,0,50,3000.0,1500.0,
1794,Local comercial,Ate,0,2,0,70,2600.0,2464.0,49.0
1795,Local comercial,Ate,0,1,0,59,2000.0,1348.0,403.0
1796,Local comercial,Lince,0,0,0,100,3300.0,1550.0,90.0
1797,Local comercial,Comas,0,1,0,320,15000.0,7000.0,
1798,Local comercial,Ate,0,1,0,60,1500.0,1830.0,410.0
1799,Local comercial,Callao,0,0,0,35,490.0,740.0,52.0
1800,Local comercial,Pachacámac,0,0,0,115,6000.0,4405.0,596.0
1801,Casa comercial,Santa Anita,3,1,0,98,2000.0,,5726.0
1802,Tienda en Centro Comercial,Jesús María,0,1,0,16,900.0,600.0,120.0
1803,Almacén,San Luis,0,50,0,1118,11000.0,,
1804,Almacén,Chaclacayo,0,0,0,600,7000.0,,
1805,Tienda/Salón,Ate,0,1,0,32,3200.0,2000.0,629.0
1806,Local comercial,Pachacámac,0,0,0,100,6000.0,2000.0,
1807,Local comercial,Ate,0,1,0,32,1280.0,700.0,
1808,Local comercial,Villa El Salvador,0,1,0,33,900.0,1172.0,73.0
1809,Tienda/Salón,Santiago de Surco,1,2,0,32,1200.0,,
1810,Almacén,La Perla,0,0,0,4500,20000.0,,
1811,Local comercial,Pachacámac,0,0,0,33,500.0,563.0,123.0
1812,Local comercial,Pachacámac,0,0,0,90,4500.0,1965.0,466.0
1813,Tienda en Centro Comercial,Comas,0,0,0,30,1200.0,1755.0,411.0
1814,Local comercial,Ventanilla,0,1,0,32,1600.0,800.0,
1815,Tienda en Centro Comercial,Ate,0,1,0,110,2000.0,2333.0,499.0
1816,Local comercial,Pachacámac,0,6,0,1306,97950.0,22202.0,4505.0
1817,Almacén,Santa Rosa,0,0,0,4000,50000.0,,
1818,Tienda/Salón,Pachacámac,0,0,0,1300,70000.0,,5000.0
1819,Local comercial,Pachacámac,0,0,0,330,6500.0,3375.0,1356.0
1820,Local comercial,Ate,0,1,0,36,1900.0,1270.0,278.0
1821,Local comercial,Lima,0,1,0,27,600.0,285.0,34.0
1822,Local comercial,Pachacámac,0,0,0,319,14355.0,5613.0,1561.0
1823,Local comercial,Ate,0,3,0,30,3500.0,2574.0,578.0
1824,Local comercial,Ate,0,2,0,35,2200.0,1800.0,210.0
1825,Local comercial,Lince,0,1,0,22,700.0,,
1826,Local comercial,Pachacámac,0,0,0,44,600.0,435.0,
1827,Local comercial,Ate,0,1,0,30,1100.0,815.0,1042.0
1828,Casa comercial,Pachacámac,0,0,0,320,7000.0,,937.0
1829,Local comercial,Ate,0,1,0,42,1800.0,1468.0,273.0
1830,Tienda/Salón,Mi Perú,0,0,0,38,2000.0,,50.0
1831,Local comercial,Pachacámac,0,0,0,545,62739.0,13093.0,
1832,Local comercial,San Borja,0,2,0,102,4000.0,1750.0,5800.0
1833,Tienda/Salón,Lince,0,0,0,75,1800.0,,
1834,Local comercial,Pachacámac,0,0,0,340,15343.0,7439.0,2013.0
1835,Local comercial,Ate,0,1,0,75,3500.0,1250.0,681.0
1836,Casa comercial,Chorrillos,0,2,0,700,25000.0,,1100.0
1837,Local comercial,Ate,0,1,0,43,2490.0,950.0,178.0
1838,Tienda/Salón,Jesús María,0,1,0,22,1200.0,450.0,
1839,Local comercial,Pachacámac,0,0,0,43,1400.0,800.0,110.0
1840,Local comercial,Pachacámac,0,0,0,780,39000.0,9215.0,2164.0
1841,Local comercial,Puente Piedra,0,5,0,540,32400.0,15120.0,
1842,Local comercial,Lince,0,1,0,20,600.0,444.0,
1843,Local comercial,Ate,0,20,0,766,54455.0,20147.0,6565.0
1844,Local comercial,Punta Hermosa,0,3,0,471,40035.0,9420.0,2826.0
1845,Local comercial,Ate,0,2,0,75,3750.0,1520.0,342.0
1846,Local comercial,Santa Anita,0,0,0,24,700.0,280.0,47.0
1847,Local comercial,Ate,0,1,0,29,800.0,400.0,
1848,Local comercial,Callao,0,1,0,30,900.0,260.0,
1849,Local comercial,Pachacámac,0,0,0,66,1500.0,2047.0,334.0
1850,Local comercial,San Martín de Porres,0,0,0,70,2990.0,,196.0
1851,Local comercial,San Juan de Miraflores,0,1,0,20,1000.0,416.0,67.0
1852,Local comercial,Lurigancho,0,1,0,40,4000.0,1500.0,203.0
1853,Tienda/Salón,San Miguel,0,0,0,720,50000.0,,
1854,Almacén,Jesús María,0,0,0,5900,31000.0,,
1855,Local comercial,Villa El Salvador,0,3,0,173,14782.0,4772.0,
1856,Local comercial,Pachacámac,0,0,0,20,3000.0,,
1857,Tienda/Salón,Pachacámac,0,0,0,200,18000.0,,2600.0
1858,Local comercial,San Martín de Porres,0,5,0,150,7000.0,3800.0,370.0
1859,Local comercial,San Miguel,0,1,0,27,1000.0,617.0,140.0
1860,Tienda/Salón,Jesús María,0,1,0,77,3800.0,570.0,350.0
1861,Tienda/Salón,Chorrillos,0,0,0,479,35000.0,,36000.0
1862,Local comercial,Ate,0,0,0,36,1200.0,1000.0,1500.0
1863,Local comercial,Ate,0,1,0,33,1390.0,700.0,100.0
1864,Tienda/Salón,Lince,0,0,0,72,3000.0,900.0,
1865,Local comercial,La Punta,0,0,0,20,1198.0,,
1866,Local comercial,Ate,0,1,0,22,800.0,580.0,50.0
1867,Local comercial,Puente Piedra,0,7,0,1102,77111.0,26988.0,1927.0
1868,Local comercial,Ate,0,5,0,241,18000.0,5784.0,964.0
1869,Local comercial,San Miguel,0,0,0,405,12000.0,,2700.0
1870,Local comercial,Pachacámac,0,0,0,84,4900.0,2220.0,1624.0
1871,Local comercial,Pachacámac,0,0,0,40,300.0,655.0,
1872,Local comercial,Pachacámac,0,0,0,600,25000.0,7450.0,2800.0
1873,Local comercial,Pachacámac,0,0,0,200,6000.0,3500.0,500.0
1874,Local comercial,Pachacámac,0,0,0,151,6400.0,3863.0,
1875,Tienda/Salón,Jesús María,0,1,0,133,5000.0,1280.0,
1876,Local comercial,Ate,0,1,0,37,2800.0,1000.0,
1877,Local comercial,Pachacámac,0,0,0,30,700.0,480.0,
1878,Tienda/Salón,Pachacámac,0,0,0,900,1200.0,,
1879,Local comercial,Ate,0,7,0,135,6000.0,4200.0,
1880,Local comercial,Callao,0,0,0,22,500.0,540.0,56.0
1881,Local comercial,La Punta,0,1,0,22,550.0,430.0,56.0
1882,Local comercial,Ate,0,8,0,250,12000.0,10100.0,
1883,Local comercial,Lima,0,0,0,53,700.0,,
1884,Tienda/Salón,San Borja,0,1,0,70,1000.0,2618.0,1369.0
1885,Tienda/Salón,Rímac,0,0,0,40,5000.0,2200.0,
1886,Local comercial,Ate,0,1,0,32,2500.0,636.0,277.0
1887,Local comercial,Pachacámac,0,0,0,25,950.0,435.0,85.0
1888,Local comercial,Pachacámac,0,0,0,192,10700.0,6313.0,981.0
1889,Local comercial,Ate,0,1,0,31,2000.0,745.0,
1890,Local comercial,Ventanilla,0,0,0,26,700.0,526.0,130.0
1891,Local comercial,Pachacámac,0,0,0,846,22000.0,17760.0,4654.0
1892,Local comercial,Pachacámac,0,0,0,70,4000.0,3984.0,500.0
1893,Local comercial,Pachacámac,0,0,0,330,18000.0,3905.0,1895.0
1894,Tienda en Centro Comercial,Ate,0,1,0,70,1990.0,875.0,483.0
1895,Tienda/Salón,San Juan de Lurigancho,0,1,0,182,12000.0,,
1896,Local comercial,Chorrillos,0,20,0,716,53712.0,22000.0,3301.0
1897,Local comercial,Ate,0,2,0,80,4600.0,1800.0,650.0
1898,Tienda en Centro Comercial,Ate,0,1,0,47,6000.0,1600.0,1135.0
1899,Local comercial,Pachacámac,0,0,0,155,10000.0,7989.0,795.0
1900,Local comercial,Carmen de La Legua,0,1,0,27,1100.0,642.0,
1901,Almacén,Santa María del Mar,0,0,0,1808,15000.0,,2152.0
1902,Tienda/Salón,San Borja,0,0,0,30,2800.0,275.0,
1903,Almacén,Lince,0,8,0,3202,54434.0,8837.0,1912.0
1904,Local comercial,La Molina,0,1,0,32,900.0,560.0,112.0
1905,Local comercial,Pachacámac,0,1,0,60,1000.0,2000.0,
1906,Tienda/Salón,Mi Perú,0,0,0,20,800.0,,
1907,Almacén,Puente Piedra,0,25,0,1600,20000.0,,3000.0
1908,Local comercial,Pachacámac,0,0,0,20,500.0,500.0,
1909,Local comercial,Pachacámac,0,2,0,500,60000.0,10000.0,
1910,Tienda/Salón,San Borja,0,0,0,220,12000.0,600.0,
1911,Local comercial,Rímac,0,0,0,32,3000.0,882.0,231.0
1912,Tienda/Salón,San Borja,0,0,0,100,7500.0,1170.0,440.0
1913,Local comercial,Ate,0,1,0,30,1500.0,400.0,100.0
1914,Local comercial,Ate,0,1,0,36,1700.0,706.0,136.0
1915,Local comercial,Pachacámac,0,0,0,180,5000.0,1807.0,720.0
1916,Almacén,Lince,0,20,0,8005,136085.0,22093.0,4003.0
1917,Local comercial,Pachacámac,0,1,0,384,34636.0,10662.0,1406.0
1918,Local comercial,Callao,0,0,0,27,600.0,850.0,104.0
1919,Tienda/Salón,San Borja,0,0,0,200,20000.0,1200.0,1700.0
1920,Local comercial,Rímac,0,4,0,300,70000.0,15245.0,
1921,Local comercial,San Borja,0,0,0,28,670.0,,
1922,Local comercial,Pachacámac,0,10,0,800,40000.0,6200.0,1700.0
1923,Local comercial,Chaclacayo,0,1,0,33,650.0,510.0,36.0
1924,Local comercial,Pachacámac,0,0,0,340,15343.0,7439.0,2013.0
1925,Local comercial,Ate,0,1,0,32,1800.0,1170.0,
1926,Local comercial,Pachacámac,0,0,0,36,1500.0,350.0,
1927,Local comercial,Pachacámac,0,0,0,270,7000.0,3200.0,1172.0
1928,Local comercial,Ate,0,1,0,22,450.0,790.0,1120.0
1929,Local comercial,Pachacámac,0,0,0,350,14000.0,8800.0,2080.0
1930,Local comercial,Ate,0,13,0,400,48000.0,,
1931,Local comercial,Chorrillos,0,14,0,700,40000.0,7870.0,9860.0
1932,Local comercial,Barranco,0,1,0,27,1100.0,585.0,
1933,Local comercial,Ate,0,1,0,34,1100.0,908.0,105.0
1934,Local comercial,Pachacámac,0,0,0,40,1500.0,,120.0
1935,Local comercial,Jesús María,0,1,0,45,1400.0,508.0,112.0
1936,Local comercial,Ate,0,28,0,1500,97500.0,,
1937,Local comercial,Ate,0,1,0,26,1300.0,700.0,
1938,Almacén,Chaclacayo,0,0,0,50,1000.0,100.0,
1939,Local comercial,Pachacámac,0,0,0,50,1450.0,500.0,120.0
1940,Local comercial,Jesús María,0,1,0,20,1000.0,438.0,
1941,Tienda/Salón,Comas,0,0,0,35,2000.0,2835.0,182.0
1942,Local comercial,Ate,0,0,0,31,500.0,540.0,
1943,Local comercial,Ate,0,1,0,30,700.0,750.0,150.0
1944,Local comercial,Pachacámac,0,4,0,328,29520.0,5576.0,656.0
1945,Local comercial,Ate,0,1,0,36,1400.0,550.0,106.0
1946,Local comercial,Ate,0,3,0,210,8400.0,4612.0,267.0
1947,Local comercial,Pachacámac,0,0,0,30,750.0,490.0,101.0
1948,Local comercial,Pachacámac,0,3,0,1300,123500.0,32500.0,
1949,Local comercial,Pachacámac,0,0,0,262,5000.0,4110.0,1367.0
1950,Local comercial,Pachacámac,0,0,0,294,13300.0,5300.0,300.0
1951,Tienda/Salón,La Punta,0,0,0,326,,,1140.0
1952,Local comercial,Santa Anita,0,0,0,30,800.0,725.0,52.0
1953,Local comercial,Villa El Salvador,0,0,0,25,1000.0,450.0,
1954,Local comercial,Ate,0,1,0,36,2000.0,689.0,
1955,Local comercial,Jesús María,0,1,0,32,1500.0,1350.0,110.0
1956,Local comercial,Pachacámac,0,0,0,135,3500.0,1400.0,606.0
1957,Local comercial,Pachacámac,0,0,0,150,3500.0,,640.0
1958,Local comercial,Pachacámac,0,0,0,38,500.0,988.0,170.0
1959,Local comercial,Ate,0,1,0,26,800.0,796.0,56.0
1960,Almacén,Lince,0,0,0,10000,90000.0,,
1961,Tienda/Salón,Ate,0,1,0,40,1300.0,1117.0,
1962,Local comercial,San Borja,0,1,0,22,1000.0,640.0,153.0
1963,Local comercial,Ate,0,1,0,77,3000.0,2050.0,240.0
1964,Local comercial,Ate,0,2,0,100,10000.0,2150.0,735.0
1965,Local comercial,Ate,0,1,0,28,800.0,560.0,126.0
1966,Local comercial,Jesús María,0,1,0,22,1100.0,400.0,112.0
1967,Local comercial,Pachacámac,0,3,0,64,1300.0,915.0,
1968,Tienda/Salón,Jesús María,0,1,0,40,2980.0,680.0,
1969,Local comercial,Pachacámac,0,0,0,2148,128880.0,48330.0,
1970,Almacén,Chaclacayo,0,0,0,177,3000.0,,848.0
1971,Tienda en Centro Comercial,San Borja,0,0,0,65,1900.0,1440.0,470.0
1972,Local comercial,Pachacámac,0,0,0,600,34000.0,5500.0,2035.0
1973,Local comercial,Pachacámac,0,0,0,150,9000.0,5452.0,1215.0
1974,Local comercial,Pachacámac,0,0,0,75,2600.0,2416.0,200.0
1975,Local comercial,San Luis,0,1,0,62,2400.0,695.0,83.0
1976,Local comercial,Pachacámac,0,0,0,600,40000.0,,
1977,Local comercial,La Punta,0,0,0,100,150.0,,
1978,Local comercial,Pachacámac,0,0,0,140,4000.0,1450.0,495.0
1979,Local comercial,Pachacámac,0,0,0,30,600.0,572.0,78.0
1980,Almacén,Punta Negra,0,0,0,2000,30000.0,,
