,Tipo,Distrito,Cuartos,Vacantes,Suites,Area,Valor,Mantenimiento,Impuesto
5131,Local comercial,Pachacámac,0,0,0,200,9950.0,4960.0,971.0
5132,Local comercial,Pachacámac,0,0,0,60,700.0,1075.0,219.0
5133,Almacén,Santa Rosa,0,0,0,1236,12000.0,,2426.0
5134,Local comercial,Pachacámac,0,0,0,90,5500.0,2700.0,362.0
5135,Local comercial,Barranco,0,1,0,30,700.0,450.0,
5136,Almacén,La Molina,0,0,0,800,9000.0,,12000.0
5137,Local comercial,Ate,0,6,0,165,6500.0,3000.0,900.0
5138,Local comercial,San Miguel,0,0,0,100,820.0,,814.0
5139,Local comercial,Ate,0,1,0,80,3200.0,1079.0,883.0
5140,Local comercial,San Borja,0,0,0,300,9700.0,3000.0,1607.0
5141,Local comercial,Pachacámac,0,0,0,64,580.0,960.0,259.0
5142,Tienda/Salón,Chaclacayo,0,0,0,180,5000.0,,
5143,Local comercial,San Borja,0,0,0,30,1000.0,700.0,100.0
5144,Local comercial,Pachacámac,0,0,0,33,900.0,750.0,148.0
5145,Local comercial,Pachacámac,0,0,0,310,8500.0,4200.0,1130.0
5146,Local comercial,Lurigancho,0,0,0,28,870.0,432.0,135.0
5147,Almacén,Pachacámac,0,83,0,34677,898134.0,,
5148,Local comercial,Ate,0,1,0,36,1600.0,700.0,190.0
5149,Local comercial,Pachacámac,0,0,0,90,1000.0,1886.0,318.0
5150,Almacén,Lince,0,4,0,1601,27217.0,4418.0,960.0
5151,Local comercial,Pachacámac,0,14,0,600,20000.0,2430.0,1318.0
5152,Almacén,San Martín de Porres,0,0,0,1200,13000.0,,34.0
5153,Tienda en Centro Comercial,Comas,0,1,0,28,4500.0,1500.0,450.0
5154,Local comercial,Ate,0,2,0,65,3000.0,2801.0,696.0
5155,Local comercial,Pachacámac,0,0,0,31,450.0,660.0,84.0
5156,Local comercial,Pachacámac,0,0,0,156,7000.0,1100.0,
5157,Almacén,Carmen de La Legua,0,0,0,500,7500.0,,425.0
5158,Local comercial,San Luis,0,1,0,23,500.0,394.0,56.0
5159,Local comercial,Callao,0,0,0,30,600.0,700.0,70.0
5160,Local comercial,Pachacámac,0,1,0,27,750.0,550.0,
5161,Local comercial,Pachacámac,0,6,0,262,39324.0,5164.0,
5162,Almacén,El Agustino,0,6,0,400,4100.0,,500.0
5163,Local comercial,Chorrillos,0,3,0,240,19000.0,9000.0,1600.0
5164,Local comercial,Pachacámac,0,8,0,361,28880.0,8375.0,2581.0
5165,Local comercial,Carmen de La Legua,0,2,0,53,2400.0,1500.0,
5166,Local comercial,Pachacámac,0,5,0,541,47674.0,9210.0,
5167,Local comercial,Ate,0,3,0,75,2400.0,1800.0,
5168,Local comercial,Pachacámac,0,1,0,36,1500.0,625.0,779.0
5169,Local comercial,Puente Piedra,0,5,0,170,8000.0,3500.0,800.0
5170,Casa comercial,Jesús María,0,2,0,350,9000.0,1.0,
5171,Almacén,Jesús María,0,0,0,2000,23000.0,,1088.0
5172,Local comercial,Ate,0,1,0,32,950.0,947.0,253.0
5173,Local comercial,Pachacámac,0,0,0,42,1800.0,350.0,91.0
5174,Local comercial,Pachacámac,0,0,0,29,490.0,660.0,116.0
5175,Tienda/Salón,San Luis,0,0,0,800,25000.0,,
5176,Tienda en Centro Comercial,La Perla,0,0,0,122,13900.0,5200.0,
5177,Tienda/Salón,San Isidro,0,0,0,100,3000.0,,
5178,Local comercial,Ate,0,1,0,27,1800.0,1800.0,112.0
5179,Tienda en Centro Comercial,Comas,0,1,0,30,2500.0,1400.0,220.0
5180,Local comercial,Carmen de La Legua,0,1,0,25,900.0,648.0,2.0
5181,Local comercial,San Borja,0,0,0,30,750.0,640.0,178.0
5182,Local comercial,Jesús María,0,1,0,28,1300.0,250.0,
5183,Local comercial,Pachacámac,0,0,0,106,3500.0,2112.0,505.0
5184,Local comercial,Ate,0,0,0,60,1100.0,2730.0,11620.0
5185,Local comercial,Rímac,0,0,0,300,60000.0,3000.0,1960.0
5186,Local comercial,Pachacámac,0,0,0,38,1000.0,1200.0,121.0
5187,Local comercial,Ate,0,1,0,22,1100.0,650.0,130.0
5188,Local comercial,San Luis,0,0,0,60,700.0,,87.0
5189,Local comercial,Pachacámac,0,0,0,20,500.0,390.0,
5190,Casa comercial,Ventanilla,0,4,0,180,3700.0,,100.0
5191,Local comercial,Pachacámac,0,0,0,379,15160.0,5613.0,1843.0
5192,Local comercial,Pachacámac,0,8,0,801,130000.0,30154.0,2926.0
5193,Local comercial,Ate,0,1,0,35,1200.0,1200.0,245.0
5194,Local comercial,Lurigancho,0,1,0,51,3200.0,1100.0,664.0
5195,Tienda/Salón,Lince,0,0,0,45,1200.0,,
5196,Local comercial,Lince,0,2,0,91,2350.0,1117.0,105.0
5197,Local comercial,Comas,0,1,0,28,1000.0,757.0,101.0
5198,Local comercial,Ate,0,1,0,30,1200.0,979.0,160.0
5199,Almacén,San Luis,0,6,0,893,33934.0,5340.0,3107.0
5200,Local comercial,Pachacámac,0,0,0,35,450.0,1012.0,
5201,Local comercial,Pachacámac,0,0,0,1141,62744.0,22109.0,3172.0
5202,Local comercial,Ate,0,1,0,40,2000.0,850.0,250.0
5203,Local comercial,Jesús María,0,1,0,32,900.0,500.0,135.0
5204,Tienda/Salón,Villa El Salvador,0,0,0,67,3000.0,,
5205,Local comercial,Puente Piedra,0,1,0,23,750.0,108.0,83.0
5206,Local comercial,Puente Piedra,0,20,0,2400,144000.0,32505.0,
5207,Local comercial,San Luis,0,1,0,24,500.0,430.0,50.0
5208,Tienda/Salón,Chorrillos,0,0,0,157,5000.0,,1180.0
5209,Tienda/Salón,Ate,0,1,0,100,10000.0,1400.0,1600.0
5210,Tienda/Salón,La Punta,0,6,0,579,10000.0,,2976.0
5211,Tienda en Centro Comercial,Pachacámac,0,0,0,36,8000.0,,273.0
5212,Tienda/Salón,Lurigancho,0,0,0,53,9200.0,,
5213,Local comercial,Pachacámac,0,0,0,68,1500.0,900.0,
5214,Local comercial,Ate,0,1,0,24,800.0,297.0,56.0
5215,Local comercial,La Punta,0,20,0,900,44000.0,19000.0,
5216,Local comercial,San Miguel,0,1,0,40,1450.0,771.0,146.0
5217,Local comercial,Punta Hermosa,0,1,0,60,3000.0,1934.0,329.0
5218,Tienda/Salón,Rímac,0,0,0,997,200000.0,,
5219,Local comercial,Ate,0,2,0,72,2250.0,2600.0,
5220,Tienda/Salón,Rímac,0,0,0,12,1600.0,447.0,
5221,Local comercial,Ate,0,1,0,22,700.0,666.0,106.0
5222,Local comercial,Pachacámac,0,1,0,782,50830.0,24242.0,2643.0
5223,Local comercial,Ate,0,1,0,38,1200.0,1200.0,300.0
5224,Local comercial,Ate,0,1,0,61,4200.0,1260.0,592.0
5225,Local comercial,Jesús María,0,1,0,30,1700.0,565.0,150.0
5226,Local comercial,Jesús María,0,0,0,30,1400.0,550.0,
5227,Local comercial,Pachacámac,0,0,0,150,4000.0,4126.0,650.0
5228,Local comercial,San Martín de Porres,0,1,0,29,1500.0,760.0,
5229,Local comercial,Rímac,0,1,0,33,4000.0,1100.0,140.0
5230,Local comercial,Ate,0,0,0,24,2000.0,750.0,300.0
5231,Local comercial,Pachacámac,0,0,0,50,1600.0,630.0,200.0
5232,Local comercial,Rímac,0,1,0,30,3500.0,950.0,900.0
5233,Local comercial,Ate,0,1,0,45,1700.0,1420.0,
5234,Almacén,Punta Negra,0,0,0,2400,25000.0,,6000.0
5235,Local comercial,Comas,0,0,0,30,3000.0,930.0,241.0
5236,Local comercial,Pachacámac,0,0,0,191,8000.0,2834.0,699.0
5237,Almacén,La Punta,0,0,0,600,10000.0,,241.0
5238,Almacén,Villa El Salvador,0,0,0,100,2500.0,,
5239,Local comercial,Ate,0,1,0,38,1700.0,800.0,
5240,Tienda/Salón,Pachacámac,0,0,0,483,29034.0,5500.0,2202.0
5241,Local comercial,Ate,0,1,0,40,750.0,848.0,90.0
5242,Tienda/Salón,Ate,0,1,0,30,2000.0,1214.0,691.0
5243,Tienda/Salón,Pueblo Libre,0,1,0,43,4000.0,490.0,289.0
5244,Local comercial,San Borja,0,0,0,25,900.0,488.0,167.0
5245,Tienda/Salón,Pachacámac,0,0,0,425,42000.0,7850.0,3900.0
5246,Local comercial,Lince,0,0,0,35,1500.0,580.0,
5247,Local comercial,Puente Piedra,0,0,0,1849,129460.0,41889.0,3717.0
5248,Tienda/Salón,Pachacámac,0,0,0,150,5000.0,,
5249,Local comercial,Pachacámac,0,0,0,32,500.0,480.0,118.0
5250,Local comercial,Pachacámac,0,0,0,260,18000.0,3052.0,5000.0
5251,Local comercial,Pachacámac,0,3,0,700,80500.0,16800.0,
5252,Tienda/Salón,San Borja,0,0,0,40,4500.0,1060.0,302.0
5253,Almacén,Chaclacayo,0,4,0,450,8000.0,,
5254,Local comercial,Chaclacayo,0,0,0,27,320.0,363.0,34.0
5255,Local comercial,Pachacámac,0,0,0,63,2500.0,652.0,155.0
5256,Local comercial,Pachacámac,0,0,0,125,9500.0,1220.0,255.0
5257,Local comercial,Comas,0,5,0,220,28000.0,6200.0,1000.0
5258,Local comercial,Ate,0,1,0,22,700.0,666.0,106.0
5259,Local comercial,Ate,0,1,0,55,2500.0,2052.0,452.0
5260,Local comercial,Ate,0,7,0,200,6000.0,5850.0,
5261,Local comercial,Jesús María,0,1,0,26,800.0,1100.0,
5262,Local comercial,Ate,0,1,0,35,1500.0,943.0,367.0
5263,Tienda en Centro Comercial,Ate,0,1,0,41,800.0,1586.0,389.0
5264,Local comercial,Ate,0,9,0,330,10000.0,6000.0,1347.0
5265,Almacén,Chaclacayo,0,0,0,700,13000.0,,
5266,Local comercial,Rímac,0,0,0,150,25000.0,2400.0,1245.0
5267,Local comercial,Lince,0,0,0,23,800.0,520.0,
5268,Local comercial,Ate,0,1,0,28,2400.0,600.0,
5269,Local comercial,Lurín,0,0,0,32,1300.0,616.0,
5270,Local comercial,Santa Anita,0,0,0,70,2990.0,,196.0
5271,Local comercial,Ate,1,1,0,37,1200.0,1130.0,227.0
5272,Local comercial,Pachacámac,0,0,0,66,1800.0,1340.0,272.0
5273,Local comercial,San Isidro,0,0,0,70,2990.0,,196.0
5274,Local comercial,Lince,0,0,0,25,1200.0,500.0,100.0
5275,Local comercial,Pachacámac,0,0,0,120,4000.0,3370.0,1007.0
5276,Tienda/Salón,Comas,0,0,0,58,5500.0,670.0,370.0
5277,Local comercial,San Borja,0,0,0,25,850.0,500.0,95.0
5278,Local comercial,Jesús María,0,0,0,26,1250.0,450.0,149.0
5279,Local comercial,Pachacámac,0,0,0,114,1500.0,1688.0,379.0
5280,Local comercial,Lince,0,0,0,22,600.0,570.0,
5281,Local comercial,Pachacámac,0,0,0,200,7500.0,4697.0,
5282,Local comercial,Ate,0,1,0,61,2100.0,1400.0,582.0
5283,Tienda/Salón,Ate,0,1,0,360,40000.0,,
5284,Local comercial,San Miguel,0,1,0,26,1100.0,1300.0,
5285,Local comercial,San Miguel,0,1,0,52,1500.0,750.0,225.0
5286,Tienda/Salón,San Borja,0,0,0,130,7500.0,400.0,780.0
5287,Tienda/Salón,Chorrillos,0,0,0,412,23000.0,160.0,
5288,Local comercial,Jesús María,0,1,0,78,1200.0,990.0,
5289,Tienda/Salón,Chorrillos,0,0,0,160,10000.0,,
5290,Almacén,Lince,0,2,0,400,25000.0,,200.0
5291,Local comercial,Callao,0,1,0,18,700.0,420.0,56.0
5292,Local comercial,Pachacámac,0,0,0,1,2600.0,2050.0,
5293,Local comercial,Ate,0,3,0,200,6000.0,550.0,120.0
5294,Tienda/Salón,Comas,0,0,0,30,2500.0,670.0,290.0
5295,Local comercial,San Martín de Porres,0,1,0,29,1200.0,754.0,
5296,Local comercial,Punta Hermosa,0,4,0,972,25000.0,15800.0,3800.0
5297,Local comercial,Ate,0,1,0,90,3500.0,1023.0,630.0
5298,Local comercial,Callao,0,0,0,30,1200.0,604.0,446.0
5299,Local comercial,Lince,0,0,0,24,1000.0,420.0,
5300,Tienda/Salón,Ate,0,1,0,80,3000.0,734.0,11400.0
5301,Local comercial,Ate,0,1,0,36,1500.0,800.0,136.0
5302,Local comercial,Pachacámac,0,0,0,33,700.0,815.0,20.0
5303,Local comercial,Pachacámac,0,6,0,2580,245174.0,64520.0,
5304,Almacén,Lima,0,0,0,1500,15000.0,,
5305,Local comercial,Jesús María,0,2,0,40,1000.0,1200.0,
5306,Local comercial,Pachacámac,0,0,0,195,4000.0,4000.0,
5307,Local comercial,Pachacámac,0,0,0,46,2000.0,1071.0,161.0
5308,Tienda en Centro Comercial,San Borja,0,0,0,98,3000.0,3141.0,1826.0
5309,Local comercial,Ate,0,1,0,46,2000.0,1464.0,354.0
5310,Tienda/Salón,Ate,0,0,0,120,6500.0,1500.0,
5311,Local comercial,Pachacámac,0,0,0,40,750.0,560.0,81.0
5312,Local comercial,Pachacámac,0,0,0,195,15000.0,4700.0,775.0
5313,Local comercial,Jesús María,0,1,0,25,1000.0,700.0,
5314,Local comercial,Puente Piedra,0,0,0,282,18000.0,5918.0,
5315,Local comercial,Ate,0,7,0,250,15000.0,,
5316,Local comercial,Pachacámac,0,0,0,108,1100.0,1368.0,468.0
5317,Local comercial,Pachacámac,0,0,0,35,850.0,800.0,86.0
5318,Local comercial,San Borja,0,1,0,132,6000.0,1800.0,806.0
5319,Local comercial,Pachacámac,0,0,0,600,58066.0,15300.0,
5320,Local comercial,Rímac,0,4,0,217,47000.0,8285.0,
5321,Local comercial,Pachacámac,0,0,0,32,700.0,390.0,
5322,Local comercial,Ate,0,1,0,27,600.0,545.0,220.0
5323,Local comercial,Pachacámac,0,0,0,30,800.0,512.0,
5324,Almacén,Los Olivos,0,0,0,1600,18000.0,,
5325,Local comercial,Pachacámac,0,0,0,30,600.0,445.0,
5326,Local comercial,Ate,0,1,0,200,4000.0,1961.0,
5327,Local comercial,Jesús María,0,3,0,336,12000.0,2356.0,2172.0
5328,Local comercial,Pachacámac,0,3,0,147,11760.0,2898.0,862.0
5329,Local comercial,Lince,0,0,0,22,500.0,500.0,
5330,Local comercial,Chaclacayo,0,0,0,30,500.0,300.0,50.0
5331,Local comercial,Pachacámac,0,2,0,581,29050.0,15640.0,2504.0
5332,Tienda/Salón,Ate,0,2,0,162,4500.0,3220.0,
5333,Local comercial,Pachacámac,0,0,0,375,18750.0,6340.0,2349.0
5334,Local comercial,Pachacámac,0,0,0,159,1000.0,1690.0,516.0
5335,Local comercial,Lince,0,8,0,220,9000.0,,600.0
5336,Local comercial,Ate,0,28,0,880,70000.0,22042.0,41568.0
5337,Tienda en Centro Comercial,Jesús María,0,1,0,34,1500.0,615.0,252.0
5338,Almacén,Punta Negra,0,0,0,1250,17000.0,,
5339,Local comercial,Pachacámac,0,0,0,314,15500.0,7440.0,2014.0
5340,Local comercial,Ate,0,1,0,42,1500.0,1100.0,
5341,Casa comercial,Jesús María,0,0,0,511,30000.0,,2253.0
5342,Local comercial,Pachacámac,0,0,0,1152,57600.0,16669.0,4135.0
5343,Casa comercial,Chorrillos,0,0,0,180,6800.0,,750.0
5344,Local comercial,Pachacámac,0,4,0,1162,58100.0,31281.0,5008.0
5345,Casa comercial,Rímac,0,0,0,300,35000.0,,2000.0
5346,Casa comercial,Chorrillos,0,5,0,408,22000.0,,2760.0
5347,Almacén,San Juan de Miraflores,0,0,0,450,6500.0,,500.0
5348,Local comercial,Ate,0,2,0,82,2500.0,2261.0,393.0
5349,Local comercial,Pachacámac,0,0,0,30,2757.0,848.0,112.0
5350,Local comercial,Pachacámac,0,0,0,33,1000.0,530.0,83.0
5351,Tienda/Salón,Chorrillos,0,0,0,200,2200.0,,
5352,Local comercial,Ate,0,1,0,51,3100.0,550.0,380.0
5353,Local comercial,Ate,0,1,0,27,399.0,640.0,125.0
5354,Local comercial,Pachacámac,0,3,0,1299,103930.0,19487.0,
5355,Local comercial,Pachacámac,0,0,0,219,23000.0,5938.0,1303.0
5356,Local comercial,Ate,0,16,0,400,20000.0,108464.0,21298.0
5357,Tienda/Salón,Ate,0,3,0,400,12000.0,3500.0,3120.0
5358,Local comercial,Ate,0,1,0,40,1700.0,1100.0,260.0
5359,Local comercial,Ate,0,1,0,32,950.0,870.0,
5360,Local comercial,Pachacámac,0,0,0,80,2200.0,1000.0,500.0
5361,Local comercial,Pachacámac,0,0,0,42,600.0,990.0,
5362,Local comercial,Pachacámac,0,0,0,54,1500.0,667.0,
5363,Local comercial,Villa El Salvador,0,2,0,35,2200.0,1800.0,206.0
5364,Local comercial,Pachacámac,0,0,0,34,800.0,885.0,
5365,Local comercial,Pachacámac,0,0,0,110,3000.0,2270.0,508.0
5366,Casa comercial,Pueblo Libre,0,0,0,300,17000.0,,1760.0
5367,Tienda/Salón,Jesús María,0,1,0,18,800.0,600.0,112.0
5368,Tienda en Centro Comercial,Ate,0,1,0,56,2000.0,1049.0,371.0
5369,Local comercial,Pachacámac,0,0,0,109,2200.0,1440.0,350.0
5370,Tienda/Salón,Ate,0,1,0,70,5500.0,2846.0,1100.0
5371,Local comercial,Pachacámac,0,0,0,212,7500.0,4600.0,1260.0
5372,Local comercial,Lince,0,1,0,24,800.0,590.0,56.0
5373,Local comercial,Ate,0,1,0,22,1100.0,700.0,70.0
5374,Local comercial,Pachacámac,0,0,0,293,14650.0,4541.0,1051.0
5375,Tienda/Salón,Pachacámac,0,0,0,1000,70000.0,,9000.0
5376,Local comercial,Comas,0,1,0,33,3500.0,789.0,258.0
5377,Local comercial,Pachacámac,0,1,0,27,600.0,1385.0,
5378,Local comercial,Pachacámac,0,0,0,67,950.0,1393.0,166.0
5379,Local comercial,Pachacámac,0,0,0,20,500.0,390.0,
5380,Tienda/Salón,San Isidro,0,0,0,70,3000.0,,160.0
5381,Local comercial,Pachacámac,0,0,0,20,300.0,950.0,83.0
5382,Local comercial,Lurigancho,0,1,0,35,2300.0,1059.0,184.0
5383,Local comercial,Pachacámac,0,0,0,26,400.0,400.0,96.0
5384,Almacén,Lima,0,0,0,9220,73000.0,,8349.0
5385,Local comercial,Lurigancho,0,1,0,28,2200.0,755.0,185.0
5386,Local comercial,Ate,0,2,0,89,4900.0,2700.0,6635.0
5387,Local comercial,Pachacámac,0,0,0,90,1350.0,240.0,84.0
5388,Local comercial,Pachacámac,0,0,0,200,9950.0,4530.0,833.0
5389,Almacén,Ventanilla,0,0,0,650,6500.0,,
5390,Local comercial,Pachacámac,0,0,0,25,450.0,606.0,83.0
5391,Tienda/Salón,La Punta,0,1,0,194,12000.0,1863.0,
5392,Tienda en Centro Comercial,Ate,0,2,0,70,3800.0,1200.0,1200.0
5393,Local comercial,Ate,0,27,0,2838,269610.0,65274.0,
5394,Local comercial,Ate,0,2,0,65,3000.0,2386.0,
5395,Local comercial,Santa Anita,0,0,0,30,450.0,560.0,
5396,Almacén,El Agustino,0,0,0,14800,180000.0,,
5397,Local comercial,Pachacámac,0,0,0,270,10000.0,9500.0,1470.0
5398,Almacén,Mi Perú,0,10,0,2600,15000.0,,
5399,Local comercial,Pachacámac,0,0,0,380,13000.0,5307.0,2080.0
5400,Tienda en Centro Comercial,Jesús María,0,1,0,40,550.0,690.0,
5401,Tienda en Centro Comercial,Callao,0,15,0,620,15000.0,11000.0,1500.0
5402,Local comercial,Pachacámac,0,2,0,258,14000.0,4800.0,1000.0
5403,Casa comercial,Chorrillos,6,2,0,400,15000.0,,
5404,Casa comercial,San Borja,0,0,0,100,8500.0,,
5405,Local comercial,Pachacámac,0,1,0,368,23871.0,11408.0,1230.0
5406,Local comercial,Rímac,0,1,0,30,3500.0,950.0,900.0
5407,Local comercial,San Luis,0,1,0,24,920.0,456.0,
5408,Local comercial,Pachacámac,0,0,0,760,30400.0,8420.0,
5409,Local comercial,Pachacámac,0,0,0,220,18700.0,2800.0,
5410,Almacén,Comas,0,0,0,1000,9000.0,,14849.0
5411,Local comercial,Ate,0,1,0,23,700.0,296.0,27.0
5412,Local comercial,Pachacámac,0,0,0,1788,114000.0,45000.0,
5413,Local comercial,Villa El Salvador,0,1,0,42,2000.0,1316.0,233.0
5414,Local comercial,Pachacámac,0,0,0,36,600.0,365.0,83.0
5415,Local comercial,Pachacámac,0,0,0,23,800.0,339.0,107.0
5416,Local comercial,Chorrillos,0,8,0,327,26160.0,9927.0,17300.0
5417,Local comercial,Ate,0,1,0,30,1000.0,800.0,
5418,Local comercial,Ate,0,1,0,23,900.0,794.0,113.0
5419,Local comercial,Ate,0,1,0,50,1000.0,659.0,215.0
5420,Local comercial,Lince,0,0,0,20,600.0,500.0,
5421,Local comercial,Pachacámac,0,0,0,92,1800.0,746.0,229.0
5422,Local comercial,Pachacámac,0,0,0,90,4000.0,3730.0,461.0
5423,Local comercial,San Borja,0,0,0,43,900.0,690.0,
5424,Local comercial,Pachacámac,0,0,0,677,40621.0,14291.0,3216.0
5425,Local comercial,Ate,0,2,0,57,2300.0,1600.0,
5426,Local comercial,Villa El Salvador,0,14,0,1324,105920.0,26480.0,
5427,Tienda en Centro Comercial,La Perla,0,1,0,30,2350.0,1600.0,326.0
5428,Local comercial,Pachacámac,0,0,0,1207,156941.0,24144.0,6036.0
5429,Local comercial,Ate,0,87,0,4389,438900.0,,
5430,Local comercial,San Miguel,0,0,0,43,1200.0,670.0,210.0
5431,Local comercial,Callao,0,0,0,20,1100.0,335.0,
5432,Local comercial,Ate,0,1,0,35,1000.0,350.0,
5433,Local comercial,Ate,0,1,0,50,700.0,1520.0,261.0
5434,Local comercial,Ate,0,1,0,27,1000.0,780.0,100.0
5435,Local comercial,Puente Piedra,0,2,0,500,35011.0,11500.0,910.0
5436,Local comercial,Ate,0,1,0,34,1700.0,924.0,120.0
5437,Local comercial,Pachacámac,0,0,0,342,5000.0,8375.0,2000.0
5438,Tienda en Centro Comercial,Jesús María,7,3,1,1000,25000.0,,1876.0
5439,Local comercial,Pachacámac,0,0,0,85,4000.0,1280.0,280.0
5440,Almacén,Punta Negra,0,15,0,1750,19000.0,,
5441,Local comercial,Comas,0,1,0,34,3500.0,1600.0,249.0
5442,Local comercial,Pachacámac,0,0,0,40,750.0,600.0,65.0
5443,Local comercial,Ate,0,4,0,154,6200.0,3100.0,945.0
5444,Local comercial,Pachacámac,0,0,0,406,19500.0,9194.0,1998.0
5445,Local comercial,Pachacámac,0,0,0,564,35000.0,10440.0,2882.0
5446,Local comercial,San Luis,0,1,0,25,1000.0,350.0,520.0
5447,Local comercial,Ate,0,1,0,100,1900.0,2184.0,692.0
5448,Tienda/Salón,Ate,0,2,0,120,2000.0,2995.0,
5449,Local comercial,Pachacámac,0,0,0,1000,35000.0,10387.0,4642.0
5450,Oficina,La Molina,8,0,7,10000,15000.0,,700.0
5451,Local comercial,Pachacámac,0,1,0,150,10000.0,2867.0,667.0
5452,Local comercial,Pachacámac,0,0,0,99,3500.0,2879.0,
5453,Local comercial,San Miguel,0,1,0,52,2500.0,795.0,42.0
5454,Local comercial,Ate,0,0,0,43,1700.0,960.0,
5455,Local comercial,San Miguel,0,1,0,25,1150.0,280.0,
5456,Tienda/Salón,Mi Perú,0,0,0,140,2600.0,,300.0
5457,Local comercial,Lurigancho,0,8,0,550,59400.0,13800.0,
5458,Local comercial,Ate,0,1,0,38,1000.0,1084.0,399.0
5459,Local comercial,La Punta,0,1,0,23,650.0,380.0,
5460,Local comercial,Pachacámac,0,0,0,80,1200.0,1600.0,
5461,Local comercial,Pachacámac,0,0,0,58,1000.0,460.0,161.0
5462,Local comercial,Pachacámac,0,6,0,726,54510.0,13387.0,2536.0
5463,Local comercial,San Borja,0,0,0,30,1000.0,620.0,
5464,Local comercial,Comas,0,0,0,40,2200.0,600.0,286.0
5465,Local comercial,Jesús María,0,0,0,30,700.0,942.0,
5466,Local comercial,Pachacámac,0,0,0,70,2000.0,2000.0,174.0
5467,Local comercial,Ate,0,1,0,24,1800.0,570.0,
5468,Local comercial,Ate,0,0,0,74,4700.0,1700.0,
5469,Tienda/Salón,Ate,0,3,0,230,14900.0,4000.0,1000.0
5470,Local comercial,Comas,0,4,0,323,29000.0,5900.0,17000.0
5471,Local comercial,Pachacámac,0,0,0,40,1100.0,266.0,78.0
5472,Local comercial,Pachacámac,0,0,0,32,1000.0,,83.0
5473,Almacén,Comas,0,0,0,1197,25000.0,,9491.0
5474,Local comercial,Pachacámac,0,0,0,425,20000.0,9178.0,2104.0
5475,Almacén,Chaclacayo,0,0,0,432,5000.0,,1007.0
5476,Local comercial,Ate,0,1,0,36,1100.0,742.0,217.0
5477,Local comercial,Jesús María,0,1,0,23,800.0,470.0,
5478,Local comercial,Chorrillos,0,9,0,444,48915.0,14083.0,
5479,Local comercial,Ate,0,1,0,85,800.0,,
5480,Local comercial,Ate,0,1,0,27,1400.0,650.0,100.0
5481,Local comercial,Puente Piedra,0,0,0,80,2400.0,800.0,
5482,Tienda/Salón,Chorrillos,0,59,0,2032,250000.0,,
5483,Local comercial,Jesús María,0,1,0,36,400.0,820.0,11.0
5484,Local comercial,Jesús María,0,1,0,114,7000.0,2300.0,
5485,Tienda/Salón,Callao,0,0,0,150,8800.0,,600.0
5486,Local comercial,Pachacámac,0,0,0,25,800.0,880.0,90.0
5487,Local comercial,Pachacámac,0,0,0,84,3000.0,2381.0,485.0
5488,Local comercial,Ate,0,1,0,82,3000.0,1764.0,689.0
5489,Local comercial,Ventanilla,0,0,0,35,550.0,617.0,42.0
5490,Tienda/Salón,Mi Perú,0,0,0,50,1800.0,,
5491,Local comercial,Pachacámac,0,0,0,360,15000.0,3851.0,1232.0
5492,Local comercial,Jesús María,0,1,0,32,2000.0,326.0,186.0
5493,Tienda/Salón,Pachacámac,0,0,0,71,2300.0,46.0,250.0
5494,Tienda/Salón,Ate,0,1,0,50,2500.0,866.0,
5495,Local comercial,Ate,0,1,0,24,650.0,375.0,150.0
5496,Local comercial,Ate,0,0,0,33,1000.0,600.0,
5497,Local comercial,Ate,0,3,0,149,7600.0,5862.0,1098.0
5498,Local comercial,Pachacámac,0,0,0,30,800.0,375.0,84.0
5499,Local comercial,Ate,0,6,0,204,7900.0,4673.0,
5500,Local comercial,Ate,0,2,0,70,2500.0,2300.0,
5501,Local comercial,Ate,0,2,0,30,1500.0,934.0,196.0
5502,Local comercial,Ate,0,1,0,51,750.0,719.0,421.0
5503,Local comercial,Ate,0,2,0,70,3600.0,2000.0,600.0
5504,Local comercial,Puente Piedra,0,19,0,2951,191815.0,66840.0,6964.0
5505,Local comercial,Ate,0,1,0,44,1500.0,830.0,290.0
5506,Almacén,Ancón,0,0,0,800,8000.0,,
5507,Local comercial,Pachacámac,0,5,0,1251,137610.0,31275.0,3753.0
5508,Tienda/Salón,La Perla,0,50,0,7000,9000.0,,700.0
5509,Local comercial,Chorrillos,0,1,0,81,4800.0,2184.0,464.0
5510,Local comercial,San Luis,0,1,0,17,950.0,290.0,
5511,Casa comercial,Lurigancho,0,0,0,171,9500.0,,10164.0
5512,Almacén,La Molina,0,5,0,587,11500.0,,1047.0
5513,Local comercial,Pachacámac,0,0,0,150,3000.0,1650.0,460.0
5514,Local comercial,Pachacámac,0,0,0,33,600.0,565.0,186.0
5515,Local comercial,Lurigancho,0,0,0,15,2800.0,,
5516,Almacén,Punta Negra,0,0,0,2000,25000.0,,4800.0
5517,Local comercial,Chorrillos,0,14,0,700,50000.0,7245.0,
5518,Local comercial,Barranco,0,1,0,25,500.0,500.0,
5519,Tienda/Salón,Pachacámac,0,0,0,370,23000.0,,81.0
5520,Tienda/Salón,Comas,0,0,0,200,3000.0,,
5521,Local comercial,Pachacámac,0,0,0,35,1120.0,940.0,
5522,Local comercial,Rímac,0,1,0,30,3600.0,951.0,317.0
5523,Local comercial,Pachacámac,0,0,0,71,2000.0,2200.0,200.0
5524,Local comercial,Ate,0,1,0,44,2400.0,850.0,170.0
