,Tipo,Distrito,Cuartos,Vacantes,Suites,Area,Valor,Mantenimiento,Impuesto
0,Habitación,San Borja,1,0,0,40,1700.0,500.0,60.0
1,Casa,Lurigancho,2,0,1,100,7000.0,,
2,Departamento,Pachacámac,1,0,0,15,800.0,390.0,20.0
3,Departamento,Ate,1,0,0,48,800.0,230.0,
4,Departamento,Barranco,3,1,0,70,1200.0,,
5,Departamento,Comas,2,0,0,50,1300.0,301.0,17.0
6,Casa en condominio,Ate,5,4,5,750,22000.0,,
7,Casa en condominio,El Agustino,2,2,0,65,1000.0,,
8,Departamento,Pachacámac,1,0,0,36,1200.0,,
9,Departamento,Mi Perú,2,1,0,70,1500.0,642.0,74.0
10,Departamento,San Borja,3,1,1,90,1500.0,455.0,14.0
11,Departamento,San Borja,1,0,1,40,2000.0,561.0,50.0
12,Habitación,San Borja,1,0,0,27,1800.0,501.0,
13,Departamento,San Borja,4,3,1,243,13000.0,2000.0,803.0
14,Edificio completo,Chorrillos,0,0,0,536,28000.0,,3563.0
15,Flat,Chorrillos,3,1,1,80,3800.0,1040.0,
16,Casa en condominio,San Luis,3,1,1,115,2000.0,,
17,Departamento,Callao,3,0,0,54,950.0,300.0,28.0
18,Departamento,Ate,2,1,1,67,1700.0,589.0,147.0
19,Departamento,San Miguel,2,1,0,110,1900.0,700.0,138.0
20,Casa en condominio,Ate,4,3,2,466,7500.0,2695.0,
21,Departamento,Santa Rosa,3,1,0,68,1000.0,670.0,
22,Departamento,San Miguel,2,1,0,78,2000.0,700.0,
23,Flat,Rímac,1,0,0,56,4500.0,1900.0,1500.0
24,Departamento,Comas,3,1,1,125,7000.0,2100.0,463.0
25,Departamento,San Miguel,1,0,0,48,750.0,772.0,25.0
26,Departamento,Ate,3,3,1,175,4200.0,1500.0,500.0
27,Casa,Lince,4,1,2,400,12000.0,,
28,Departamento,Chorrillos,2,1,0,76,2500.0,740.0,
29,Departamento,San Borja,3,1,2,378,10000.0,2150.0,700.0
30,Departamento,San Borja,3,0,0,180,5500.0,1780.0,420.0
31,Departamento,Jesús María,3,1,1,105,2300.0,648.0,
32,Departamento,Rímac,3,1,0,110,3900.0,1500.0,120.0
33,Habitación,San Borja,1,0,0,27,1300.0,380.0,53.0
34,Departamento,Miraflores,3,3,1,200,3500.0,1780.0,496.0
35,Departamento,Ate,3,1,2,70,1800.0,1095.0,140.0
36,Departamento,San Borja,4,1,0,244,5000.0,2500.0,4100.0
37,Departamento,Ate,3,2,1,110,4500.0,2000.0,450.0
38,Departamento,Jesús María,2,2,2,90,3000.0,1340.0,
39,Departamento,Jesús María,3,2,2,100,2600.0,380.0,
40,Departamento,Ate,3,1,1,72,2350.0,600.0,70.0
41,Departamento,Breña,2,2,1,180,4000.0,2500.0,300.0
42,Departamento,Jesús María,3,1,2,92,2300.0,840.0,200.0
43,Departamento,Pachacámac,1,0,0,27,750.0,371.0,19.0
44,Departamento,Comas,1,0,0,35,2000.0,650.0,75.0
45,Departamento,Comas,1,0,0,38,1400.0,530.0,77.0
46,Departamento,Jesús María,2,1,2,83,1600.0,1160.0,157.0
47,Casa en condominio,Ate,5,10,5,1600,25000.0,1600.0,
48,Departamento,Ate,4,3,3,153,6500.0,2300.0,434.0
49,Departamento,Ancón,4,3,4,267,18000.0,3100.0,400.0
50,Departamento,Comas,3,1,0,87,3200.0,1305.0,217.0
51,Departamento,Santa Anita,3,1,0,90,1550.0,844.0,80.0
52,Departamento,Villa María del Triunfo,3,1,0,53,1400.0,385.0,28.0
53,Departamento,Chorrillos,3,1,1,108,5950.0,1405.0,289.0
54,Departamento,San Luis,2,0,0,86,1800.0,600.0,82.0
55,Departamento,Jesús María,2,1,1,74,1850.0,675.0,200.0
56,Departamento,Lince,3,1,1,74,1900.0,556.0,98.0
57,Departamento,Comas,3,2,1,150,8000.0,2400.0,
58,Departamento,Comas,3,1,1,140,7900.0,2900.0,500.0
59,Casa,Santa Anita,2,0,0,51,1500.0,50.0,
60,Departamento,Lurigancho,2,2,0,95,4000.0,1170.0,
61,Departamento,Ate,2,1,1,70,,970.0,68.0
62,Departamento,Comas,2,0,0,60,1000.0,380.0,280.0
63,Casa,Punta Hermosa,4,2,4,730,28000.0,2000.0,12000.0
64,Casa en condominio,Callao,5,3,1,140,2500.0,1200.0,
65,Departamento,Rímac,2,1,1,80,3500.0,990.0,245.0
66,Departamento,Ate,4,4,4,240,12700.0,4400.0,1440.0
67,Departamento,Ate,3,2,1,104,2600.0,1364.0,406.0
68,Departamento,Ate,2,1,0,45,800.0,280.0,14.0
69,Departamento,La Perla,2,1,0,70,2800.0,680.0,98.0
70,Departamento,Ate,2,1,1,88,2700.0,1300.0,2042.0
71,Departamento,Pachacámac,1,1,0,37,1100.0,540.0,900.0
72,Departamento,San Juan de Lurigancho,3,4,0,130,5500.0,1407.0,246.0
73,Departamento,Chaclacayo,2,1,0,77,1500.0,740.0,
74,Departamento,Ate,3,2,2,85,2500.0,1400.0,190.0
75,Departamento,Santa Anita,3,1,1,78,1450.0,630.0,73.0
76,Departamento,Punta Hermosa,2,1,0,54,2300.0,582.0,
77,Habitación,Pachacámac,0,0,0,30,800.0,505.0,
78,Departamento,Lince,2,1,1,69,2000.0,780.0,
79,Departamento,Comas,3,1,1,120,7000.0,1800.0,370.0
80,Departamento,Ate,2,1,1,78,2750.0,1300.0,138.0
81,Departamento,Jesús María,2,1,0,60,1000.0,450.0,150.0
82,Departamento,Jesús María,2,1,1,90,2400.0,1700.0,135.0
83,Departamento,Breña,2,1,0,86,4000.0,1259.0,188.0
84,Habitación,Villa El Salvador,0,0,0,28,1000.0,581.0,53.0
85,Departamento,Ate,1,1,1,70,1700.0,870.0,143.0
86,Departamento,Chorrillos,2,0,0,80,1000.0,,
87,Departamento,San Miguel,2,1,0,80,1800.0,1100.0,84.0
88,Casa de villa,Ate,2,1,0,70,1300.0,,
89,Departamento,San Miguel,3,1,0,172,2700.0,780.0,170.0
90,Departamento,Callao,4,3,2,261,2800.0,2535.0,3900.0
91,Departamento,Comas,3,1,1,145,8000.0,14768.0,4394.0
92,Departamento,Santa Rosa,2,1,0,53,1100.0,160.0,
93,Habitación,San Borja,1,0,0,29,1200.0,460.0,
94,Departamento,Chorrillos,2,1,1,83,2800.0,560.0,138.0
95,Departamento,Chorrillos,2,1,1,80,4300.0,1178.0,187.0
96,Departamento,Pueblo Libre,3,1,2,250,13900.0,2500.0,
97,Departamento,Rímac,3,2,1,147,7500.0,1028.0,247.0
98,Departamento,San Borja,2,1,0,67,3500.0,950.0,160.0
99,Departamento,Comas,3,1,1,150,25000.0,1616.0,4255.0
100,Departamento,Ate,4,3,2,220,7500.0,3911.0,716.0
101,Departamento,Lurín,2,0,0,77,2400.0,1130.0,140.0
102,Departamento,Lurín,2,1,0,55,1350.0,430.0,47.0
103,Casa,San Luis,8,3,5,259,7000.0,,
104,Departamento,Rímac,3,1,0,85,3900.0,800.0,1211.0
105,Departamento,Lurín,2,0,0,75,3350.0,455.0,
106,Departamento,Jesús María,3,2,1,90,1200.0,880.0,144.0
107,Casa,Breña,1,0,0,33,1200.0,,
108,Habitación,La Punta,1,0,0,16,1400.0,300.0,210.0
109,Departamento,Chorrillos,2,0,0,80,900.0,350.0,
110,Departamento,Ventanilla,1,0,0,37,1000.0,285.0,24.0
111,Departamento,San Borja,3,0,0,150,5500.0,1780.0,420.0
112,Departamento,Pueblo Libre,3,1,1,127,5000.0,1540.0,370.0
113,Departamento,Callao,2,1,1,74,1700.0,652.0,104.0
114,Departamento,Ate,3,2,1,128,3000.0,1384.0,324.0
115,Departamento,La Perla,3,1,1,160,8000.0,2000.0,
116,Departamento,San Borja,3,1,1,200,6200.0,1800.0,420.0
117,Departamento,Ate,2,1,0,58,1500.0,666.0,106.0
118,Departamento,Chorrillos,3,1,1,100,5500.0,1300.0,220.0
119,Departamento,Ate,4,2,3,320,5500.0,2700.0,800.0
120,Departamento,Magdalena del Mar,2,1,0,50,1100.0,,
121,Departamento,Jesús María,2,1,1,75,1000.0,1040.0,112.0
122,Departamento,Comas,2,0,2,52,10000.0,3689.0,393.0
123,Departamento,Rímac,4,4,4,380,40000.0,4700.0,1500.0
124,Departamento,Jesús María,3,2,1,104,2200.0,740.0,258.0
125,Departamento,Ate,2,1,1,72,2600.0,1700.0,237.0
126,Departamento,San Luis,2,1,0,75,1200.0,330.0,75.0
127,Departamento,Chorrillos,4,1,1,190,5500.0,1720.0,350.0
128,Habitación,Lurín,0,0,0,20,700.0,500.0,28.0
129,Departamento,Comas,4,6,1,700,65000.0,8860.0,5699.0
130,Departamento,Santa Anita,2,0,0,56,899.0,402.0,135.0
131,Departamento,Callao,2,1,1,71,1200.0,600.0,54.0
132,Departamento,Pueblo Libre,3,1,2,105,3600.0,1100.0,281.0
133,Departamento,San Borja,3,1,1,500,15000.0,2580.0,366.0
134,Departamento,San Miguel,3,0,0,87,1600.0,650.0,100.0
135,Departamento,Chorrillos,1,0,0,35,1500.0,470.0,50.0
136,Departamento,Ate,1,1,1,65,2350.0,,
137,Departamento,Comas,3,3,1,220,22000.0,4000.0,1200.0
138,Departamento,San Borja,3,0,0,100,3300.0,850.0,90.0
139,Departamento,Ate,3,1,2,93,2500.0,1100.0,
140,Departamento,Santa Rosa,2,2,0,78,800.0,915.0,55.0
141,Departamento,Ate,2,1,1,85,2500.0,1573.0,197.0
142,Departamento,Rímac,2,1,1,115,7500.0,980.0,270.0
143,Departamento,Chorrillos,2,1,1,70,3700.0,1133.0,147.0
144,Departamento,Callao,2,1,1,95,1600.0,650.0,
145,Departamento,Ate,4,4,4,392,30000.0,7000.0,3000.0
146,Departamento,Lince,2,0,0,60,1200.0,570.0,
147,Departamento,Villa El Salvador,1,0,0,40,1900.0,430.0,54.0
148,Cochera,San Miguel,0,0,0,0,380.0,,
149,Departamento,Santa María del Mar,3,1,1,61,1400.0,498.0,
150,Departamento,San Borja,3,2,1,250,7000.0,1500.0,434.0
151,Flat,San Borja,1,1,0,63,3600.0,1215.0,
152,Flat,Rímac,1,0,1,50,4500.0,1300.0,150.0
153,Departamento,Comas,3,2,1,200,15000.0,1500.0,572.0
154,Departamento,San Borja,3,1,0,140,3700.0,1347.0,
155,Departamento,San Borja,2,0,0,50,2500.0,750.0,760.0
156,Casa,Lurín,3,2,1,135,3000.0,,
157,Departamento,San Miguel,3,1,1,78,2500.0,730.0,178.0
158,Habitación,Pachacámac,0,0,0,28,700.0,400.0,16.0
159,Departamento,Pueblo Libre,3,1,1,75,4000.0,1250.0,309.0
160,Departamento,Jesús María,3,2,1,102,1850.0,882.0,
161,Departamento,San Miguel,1,0,0,65,1200.0,320.0,
162,Departamento,Ate,2,1,0,60,1500.0,1266.0,233.0
163,Departamento,San Borja,4,1,2,210,13000.0,2200.0,650.0
164,Departamento,San Luis,3,2,3,158,2400.0,1265.0,
165,Departamento,Ate,2,1,1,83,2000.0,1548.0,260.0
166,Departamento,Punta Hermosa,5,2,1,400,9000.0,3000.0,
167,Departamento,Ate,3,1,1,84,1900.0,1103.0,212.0
168,Departamento,Callao,3,1,1,77,1600.0,850.0,165.0
169,Departamento,Punta Hermosa,4,4,4,510,25000.0,6600.0,
170,Departamento,San Miguel,3,0,0,75,1800.0,350.0,
171,Departamento,Comas,3,1,1,126,5500.0,1400.0,2000.0
172,Casa,San Borja,2,0,0,40,950.0,,50.0
173,Departamento,Rímac,4,2,2,250,17500.0,4990.0,620.0
174,Departamento,San Borja,4,2,2,436,17000.0,3900.0,1000.0
175,Departamento,Callao,3,3,2,173,3200.0,1800.0,
176,Departamento,San Miguel,2,1,1,71,1500.0,600.0,
177,Departamento,Ate,2,1,1,81,1900.0,1200.0,121.0
178,Casa en condominio,Ate,4,2,4,595,30000.0,2500.0,2510.0
179,Departamento,Rímac,3,1,0,87,3800.0,970.0,273.0
180,Casa en condominio,Jesús María,4,4,4,267,6500.0,700.0,3308.0
181,Departamento,Punta Hermosa,4,1,2,288,7000.0,1870.0,582.0
182,Departamento,Jesús María,1,1,1,102,1900.0,688.0,
183,Departamento,Rímac,2,1,0,70,4200.0,1100.0,200.0
184,Departamento,Puente Piedra,1,0,0,46,1000.0,,
185,Departamento,Barranco,3,0,0,65,1200.0,350.0,16.0
186,Departamento,Ate,3,3,2,169,6500.0,1886.0,450.0
187,Habitación,San Borja,1,0,0,23,1000.0,562.0,
188,Departamento,Punta Hermosa,3,1,1,90,2400.0,1311.0,
189,Departamento,San Miguel,2,0,0,50,1800.0,347.0,25.0
190,Departamento,Santa Rosa,1,0,0,39,800.0,,
191,Departamento,Comas,3,1,1,140,6500.0,1800.0,506.0
192,Departamento,Lince,2,0,0,60,800.0,380.0,
193,Departamento,Comas,4,1,1,170,12000.0,1210.0,4222.0
194,Casa,San Miguel,4,1,1,191,4000.0,300.0,
195,Departamento,Pachacámac,1,0,0,35,1350.0,420.0,24.0
196,Departamento,San Miguel,2,0,0,63,1400.0,440.0,61.0
197,Casa en condominio,Punta Hermosa,3,2,1,250,5500.0,750.0,500.0
198,Departamento,San Borja,3,1,0,112,3800.0,1123.0,286.0
199,Departamento,Rímac,3,0,1,85,8500.0,,1719.0
200,Departamento,San Miguel,3,1,0,129,1800.0,850.0,116.0
201,Departamento,Ate,4,3,3,160,8600.0,2300.0,250.0
202,Departamento,Jesús María,2,1,1,93,1400.0,1300.0,
203,Departamento,Callao,3,1,1,93,1800.0,650.0,95.0
204,Departamento,Ate,1,1,1,60,2200.0,1600.0,350.0
205,Departamento,San Luis,2,2,0,55,790.0,350.0,
206,Habitación,Pachacámac,1,0,0,33,990.0,463.0,25.0
207,Departamento,San Borja,2,0,0,54,1800.0,590.0,
208,Flat,Ventanilla,1,1,1,55,3000.0,1865.0,337.0
209,Departamento,Lurín,2,1,1,70,3300.0,1365.0,180.0
210,Departamento,San Borja,5,1,3,390,10000.0,1000.0,1000.0
211,Departamento,San Luis,2,1,0,53,1300.0,492.0,16.0
212,Departamento,Santa María del Mar,2,0,0,70,800.0,,
213,Departamento,Chorrillos,1,0,0,35,1000.0,293.0,86.0
214,Departamento,San Miguel,3,1,0,164,3500.0,1310.0,257.0
215,Departamento,Lince,2,1,1,60,1200.0,524.0,13.0
216,Departamento,Bellavista,2,1,0,50,850.0,280.0,12.0
217,Departamento,Chorrillos,2,1,1,79,4315.0,1110.0,187.0
218,Departamento,Jesús María,2,1,1,80,1600.0,615.0,3.0
219,Departamento,San Miguel,1,0,0,36,1300.0,295.0,24.0
220,Departamento,Miraflores,4,4,3,190,5700.0,1069.0,808.0
221,Departamento,Callao,3,1,0,84,1500.0,900.0,
222,Departamento,Punta Negra,2,0,0,50,1000.0,600.0,
223,Habitación,San Borja,1,0,0,26,1400.0,370.0,21.0
224,Edificio completo,Lince,0,0,0,650,35000.0,,
225,Casa en condominio,Ate,4,4,4,1000,30000.0,2695.0,23715.0
226,Departamento,Chaclacayo,3,1,0,83,1500.0,440.0,132.0
227,Departamento,Santa Rosa,2,0,0,90,1000.0,150.0,
228,Departamento,Breña,1,0,0,57,3990.0,860.0,100.0
229,Departamento,San Luis,3,1,0,95,2500.0,600.0,80.0
230,Casa de villa,Pachacámac,2,1,2,115,1600.0,1.0,60.0
231,Departamento,Rímac,4,2,2,200,11000.0,2900.0,580.0
232,Departamento,Ate,2,1,1,63,1900.0,824.0,
233,Departamento,La Perla,2,1,1,100,3900.0,1300.0,320.0
234,Departamento,Comas,3,2,1,165,7500.0,2200.0,532.0
235,Departamento,Comas,3,2,2,160,6000.0,3500.0,4600.0
236,Departamento,Villa El Salvador,1,1,0,48,2100.0,580.0,70.0
237,Departamento,Rímac,2,1,1,87,4800.0,1300.0,361.0
238,Casa de villa,Santiago de Surco,1,0,1,40,800.0,,
239,Departamento,Ate,3,1,1,105,2500.0,1400.0,1500.0
240,Casa en condominio,Callao,2,1,0,163,1800.0,92.0,46.0
241,Habitación,San Borja,1,0,0,30,1300.0,370.0,30.0
242,Departamento,Ate,3,1,1,80,3500.0,1410.0,270.0
243,Departamento,Chorrillos,3,1,1,102,5100.0,1300.0,
244,Departamento,La Perla,3,0,1,120,2700.0,880.0,238.0
245,Departamento,Breña,2,2,1,112,4500.0,1300.0,
246,Departamento,Mi Perú,2,0,0,60,900.0,160.0,25.0
247,Departamento,Pueblo Libre,1,1,0,75,2800.0,800.0,210.0
248,Departamento,Comas,3,1,1,125,7000.0,2100.0,463.0
249,Edificio completo,Punta Negra,0,0,0,1408,24000.0,,
250,Departamento,Santa Rosa,2,0,0,53,1400.0,460.0,12.0
251,Departamento,Jesús María,3,3,1,132,2800.0,879.0,
252,Loft,Ate,1,1,1,78,2700.0,1370.0,188.0
253,Departamento,Ate,2,2,1,86,3500.0,1307.0,
254,Departamento,Jesús María,2,1,1,80,1700.0,690.0,150.0
255,Departamento,Jesús María,4,2,2,200,3600.0,1177.0,320.0
256,Departamento,Ate,2,1,1,77,2500.0,830.0,156.0
257,Departamento,Santa Rosa,1,1,0,63,700.0,625.0,36.0
258,Casa,Mi Perú,5,4,2,450,7000.0,,500.0
259,Departamento,Ate,4,2,2,149,4500.0,2130.0,
260,Departamento,Jesús María,3,2,2,106,2500.0,780.0,248.0
261,Departamento,Mi Perú,2,1,0,48,1100.0,400.0,
262,Departamento,Comas,4,1,2,250,12000.0,2300.0,1050.0
263,Departamento,La Perla,2,1,1,68,2700.0,850.0,186.0
264,Departamento,Ate,2,1,1,75,1400.0,1280.0,
265,Departamento,Comas,2,1,1,97,7000.0,4000.0,4725.0
266,Casa en condominio,Villa El Salvador,2,2,1,90,1700.0,618.0,338.0
267,Departamento,Comas,3,0,0,70,900.0,200.0,30.0
268,Habitación,Rímac,1,0,0,30,1700.0,560.0,62.0
269,Departamento,San Borja,4,2,1,279,3150.0,2025.0,370.0
270,Casa,San Juan de Miraflores,2,1,0,59,1200.0,170.0,
271,Cochera,Pachacámac,0,1,0,0,250.0,,85.0
272,Departamento,Punta Hermosa,5,3,2,713,30000.0,3800.0,
273,Departamento,Comas,2,1,0,70,950.0,530.0,30.0
274,Casa,Lince,3,0,0,200,2100.0,,
275,Departamento,Jesús María,4,2,1,400,3500.0,800.0,500.0
276,Departamento,Jesús María,2,1,1,89,1800.0,884.0,170.0
277,Departamento,San Luis,1,1,1,120,1000.0,985.0,150.0
278,Departamento,Jesús María,4,3,2,181,3500.0,1080.0,423.0
279,Departamento,San Miguel,2,1,1,70,1500.0,890.0,68.0
280,Casa en condominio,Ate,5,6,5,640,13800.0,980.0,1800.0
281,Departamento,Bellavista,2,0,0,70,1000.0,32.0,
282,Departamento,San Isidro,2,0,0,40,600.0,415.0,
283,Departamento,Jesús María,2,0,0,75,1700.0,659.0,
284,Departamento,San Borja,2,1,1,81,2900.0,893.0,190.0
285,Casa,Chaclacayo,2,0,0,51,1000.0,,
286,Casa en condominio,Ate,5,3,5,1000,20000.0,1800.0,1800.0
287,Departamento,Lince,2,0,1,58,1000.0,,
288,Flat,Breña,1,1,0,55,2000.0,1232.0,176.0
289,Departamento,Chorrillos,3,0,0,90,900.0,330.0,15.0
290,Departamento,Ventanilla,3,3,1,124,1700.0,1400.0,
291,Departamento,Jesús María,5,3,4,430,6000.0,899.0,750.0
292,Departamento,Comas,2,0,1,75,5200.0,476.0,120.0
293,Departamento,Punta Hermosa,5,2,3,400,13000.0,4165.0,689.0
294,Departamento,Callao,3,2,1,126,1500.0,1000.0,150.0
295,Departamento,Punta Hermosa,2,1,1,70,2300.0,620.0,190.0
296,Departamento,Jesús María,3,2,1,94,1900.0,1300.0,198.0
297,Departamento,Ate,4,3,4,192,5000.0,2200.0,562.0
298,Departamento,San Borja,1,0,0,43,1600.0,452.0,242.0
299,Departamento,Ate,2,1,1,70,2200.0,780.0,
300,Departamento,Rímac,3,1,1,73,1200.0,520.0,
301,Departamento,San Borja,3,0,0,120,3000.0,1420.0,
302,Casa en condominio,Villa El Salvador,5,4,5,300,5000.0,1500.0,250.0
303,Departamento,La Punta,2,1,0,64,800.0,248.0,14.0
304,Departamento,San Borja,1,0,0,45,2800.0,450.0,30.0
305,Departamento,Punta Hermosa,2,0,0,110,2500.0,968.0,167.0
306,Departamento,Comas,4,3,3,433,37000.0,9800.0,
307,Departamento,Villa El Salvador,2,0,0,85,2700.0,800.0,1150.0
308,Departamento,San Bartolo,3,1,1,175,8000.0,1380.0,
309,Casa,Santa Rosa,2,0,0,70,1100.0,,
310,Departamento,Lince,2,1,0,68,1100.0,540.0,
311,Departamento,Breña,2,1,0,64,2500.0,520.0,
312,Departamento,San Borja,1,0,1,37,2500.0,447.0,20.0
313,Departamento,San Borja,4,2,2,240,10000.0,2000.0,700.0
314,Casa en condominio,Ate,4,3,2,188,6000.0,1022.0,
315,Departamento,Ate,3,2,2,137,12500.0,1850.0,271.0
316,Departamento,Ate,14,2,2,212,5000.0,1200.0,650.0
317,Departamento,El Agustino,2,1,0,65,1100.0,255.0,
318,Departamento,Ate,2,2,1,105,3000.0,1500.0,
319,Departamento,Ventanilla,2,1,0,70,1100.0,550.0,
320,Departamento,Punta Hermosa,4,3,4,600,23000.0,16864.0,3910.0
321,Departamento,La Perla,3,1,1,108,5000.0,1769.0,226.0
322,Departamento,Jesús María,2,1,2,85,2300.0,1350.0,125.0
323,Departamento,Lurín,1,0,0,45,1600.0,500.0,55.0
324,Habitación,San Borja,1,0,0,15,1100.0,600.0,
325,Departamento,Ate,3,2,3,160,7000.0,1087.0,455.0
326,Casa de villa,Comas,2,1,0,48,750.0,,
327,Departamento,Pueblo Libre,3,2,1,130,5000.0,1000.0,300.0
328,Departamento,Callao,3,2,1,100,2100.0,780.0,140.0
329,Departamento,Callao,3,2,3,180,5500.0,1200.0,318.0
330,Departamento,San Borja,3,0,0,80,2500.0,800.0,157.0
331,Casa en condominio,Ate,3,0,2,367,6000.0,510.0,423.0
332,Departamento,Jesús María,3,1,1,85,1900.0,450.0,112.0
333,Casa,Lurigancho,2,4,1,107,9500.0,,1091.0
334,Departamento,Ate,5,4,3,171,9000.0,2000.0,3500.0
335,Departamento,Pachacámac,1,0,0,42,2200.0,619.0,202.0
336,Departamento,Santa Anita,2,1,0,62,1000.0,600.0,38.0
337,Habitación,Rímac,1,0,0,25,1950.0,360.0,58.0
338,Departamento,Rímac,4,3,4,260,13500.0,3100.0,
339,Casa,Jesús María,4,4,2,367,12000.0,,653.0
340,Departamento,Mi Perú,2,0,0,65,1400.0,415.0,21.0
341,Departamento,Pueblo Libre,4,3,1,180,11000.0,2530.0,812.0
342,Departamento,San Borja,1,0,0,43,1800.0,639.0,76.0
343,Departamento,Pueblo Libre,2,1,1,80,2200.0,2600.0,420.0
344,Departamento,Villa El Salvador,2,1,0,57,2800.0,832.0,98.0
345,Departamento,Lince,3,1,1,98,1800.0,950.0,
346,Departamento,Lurigancho,3,1,2,170,6000.0,860.0,540.0
347,Departamento,Rímac,4,2,2,207,15500.0,6000.0,934.0
348,Departamento,Ate,4,4,4,518,38000.0,5004.0,1747.0
349,Departamento,Comas,1,0,1,50,2400.0,897.0,26.0
350,Habitación,San Borja,1,0,0,35,1700.0,400.0,55.0
351,Departamento,Jesús María,3,2,1,150,2500.0,1012.0,
352,Departamento,San Borja,2,0,0,65,2700.0,710.0,130.0
353,Departamento,Jesús María,4,3,2,300,4500.0,1500.0,580.0
354,Departamento,Jesús María,2,2,1,115,1900.0,661.0,
355,Casa de villa,Lince,3,1,0,100,2000.0,100.0,
356,Departamento,Jesús María,3,3,1,110,1500.0,873.0,
357,Casa,Chorrillos,12,5,0,500,18000.0,,1800.0
358,Departamento,Ate,4,3,4,304,13000.0,3800.0,1350.0
359,Casa en condominio,Ate,4,2,4,280,8500.0,750.0,620.0
360,Edificio completo,Ate,0,80,0,5500,480000.0,,
361,Departamento,San Miguel,3,1,0,88,2300.0,790.0,885.0
362,Departamento,Comas,3,1,1,145,7200.0,2900.0,500.0
363,Casa,Lurín,10,0,10,300,15000.0,,220.0
364,Departamento,Santiago de Surco,1,0,0,53,2800.0,770.0,
365,Departamento,Comas,3,1,1,116,5000.0,1600.0,316.0
366,Departamento,San Miguel,3,1,0,116,2000.0,790.0,194.0
367,Departamento,Ventanilla,3,0,0,82,1200.0,664.0,86.0
368,Habitación,La Punta,1,0,1,26,850.0,321.0,29.0
369,Departamento,Ate,3,2,1,130,4800.0,1700.0,433.0
370,Departamento,Callao,3,1,1,90,1700.0,595.0,
371,Departamento,Villa El Salvador,2,1,0,68,2000.0,536.0,148.0
372,Departamento,San Borja,1,0,0,60,2800.0,620.0,128.0
373,Departamento,San Luis,2,1,0,53,1100.0,450.0,150.0
374,Departamento,Ventanilla,2,0,0,64,950.0,180.0,
375,Departamento,Lurigancho,3,1,1,130,6400.0,1500.0,
376,Departamento,Rímac,2,1,0,90,3500.0,1300.0,200.0
377,Departamento,Rímac,4,2,4,200,8500.0,2710.0,945.0
378,Departamento,San Miguel,1,1,1,84,2000.0,718.0,120.0
379,Habitación,Carmen de La Legua,1,0,0,20,485.0,,
380,Departamento,Villa El Salvador,1,0,0,30,1490.0,315.0,55.0
381,Casa,Punta Hermosa,4,0,4,1200,25000.0,,
382,Departamento,San Luis,2,0,0,79,1700.0,600.0,
383,Departamento,San Borja,1,1,0,150,3000.0,1200.0,390.0
384,Departamento,Ate,3,2,3,156,5500.0,2300.0,398.0
385,Departamento,Villa El Salvador,1,0,1,38,1450.0,690.0,55.0
386,Departamento,Chorrillos,2,0,0,115,2200.0,1045.0,190.0
387,Departamento,San Miguel,2,0,0,49,1800.0,180.0,
388,Departamento,Lince,2,1,1,80,1900.0,1350.0,100.0
389,Departamento,San Borja,2,0,0,120,3800.0,1000.0,197.0
390,Departamento,Ate,2,1,1,70,1800.0,681.0,120.0
391,Departamento,Chaclacayo,3,1,0,98,2800.0,390.0,
392,Departamento,Ate,2,1,1,70,3240.0,950.0,
393,Departamento,Villa El Salvador,2,1,0,90,3200.0,980.0,
394,Departamento,Comas,2,0,0,99,3300.0,920.0,
395,Departamento,San Borja,3,1,0,80,3100.0,700.0,1208.0
396,Departamento,San Borja,2,1,0,74,2600.0,1021.0,
397,Departamento,Breña,2,1,0,75,2900.0,926.0,90.0
398,Departamento,Ate,4,3,4,250,9500.0,2800.0,523.0
399,Departamento,Jesús María,2,1,1,80,1600.0,770.0,108.0
400,Departamento,Jesús María,3,4,1,217,3300.0,947.0,547.0
401,Departamento,Comas,4,1,3,250,12000.0,2300.0,1037.0
402,Casa,Lince,2,1,2,100,1500.0,,30.0
403,Departamento,Punta Hermosa,3,2,1,140,4700.0,1620.0,515.0
404,Departamento,Ate,4,3,2,260,7500.0,3550.0,350.0
405,Departamento,Punta Hermosa,2,0,0,85,2100.0,700.0,95.0
406,Departamento,Los Olivos,2,1,0,69,1900.0,600.0,70.0
407,Departamento,Callao,1,1,0,49,1050.0,580.0,36.0
408,Departamento,La Punta,2,1,0,56,1900.0,607.0,89.0
409,Casa,Villa El Salvador,2,1,0,70,1900.0,580.0,25.0
410,Cochera,Pachacámac,0,1,0,0,100.0,,
411,Departamento,Comas,4,3,4,480,39000.0,9400.0,
412,Departamento,Ate,4,3,3,180,7000.0,1935.0,449.0
413,Departamento,San Borja,2,0,0,81,3000.0,770.0,159.0
414,Departamento,Ate,2,1,1,88,2400.0,1313.0,
415,Departamento,Villa María del Triunfo,2,1,1,80,1100.0,650.0,
416,Casa en condominio,San Juan de Miraflores,2,0,1,100,1500.0,160.0,80.0
417,Departamento,Comas,3,3,3,169,9000.0,2300.0,886.0
418,Departamento,Villa El Salvador,4,2,2,423,12000.0,3795.0,1253.0
419,Departamento,Comas,2,0,0,67,900.0,320.0,
420,Departamento,Rímac,3,1,0,74,3300.0,700.0,83.0
421,Departamento,San Borja,2,0,0,110,2800.0,800.0,120.0
